,#,Tên huyện,Số điểm cháy
0,1,Q. Dương Kinh,12
1,2,Tiên Lãng,1
2,3,Q. Lê Chân,2
3,4,Cát Hải,2
4,5,Q. Hồng Bàng,9
5,6,Q. Kiến An,3
6,7,Thủy Nguyên,68
7,8,Kiến Thụy,4
8,9,An Lão,3
9,10,Vĩnh Bảo,7
10,11,An Dương,7
11,12,Q. Hải An,3
12,13,Q. Đồ Sơn,1
