,#,Tên huyện,Số điểm cháy
0,1,TX. Sông Cầu,42
1,2,Sơn Hòa,34
2,3,Đồng Xuân,68
3,4,Tuy An,4
4,5,Sông Hinh,4
5,6,Phú Hòa,31
6,7,Đông Hòa,2
7,8,Tây Hòa,6
