,#,Tên huyện,Số điểm cháy
0,1,Tây Ninh,5
1,2,Dương Minh Châu,29
2,3,Bến Cầu,28
3,4,Tân Biên,138
4,5,Tân Châu,155
5,6,Gò Dầu,88
6,7,Trảng Bàng,68
7,8,Châu Thành,60
