,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,39
1,2,Chợ Mới,121
2,3,Pác Nặm,10
3,4,Na Rì,55
4,5,Ba Bể,22
5,6,Chợ Đồn,66
6,7,Bạch Thông,22
7,8,TX. Bắc Kạn,8
