,#,Tên huyện,Số điểm cháy
0,1,TX. Ngã Năm,45
1,2,Cù Lao Dung,7
2,3,Trần Đề,24
3,4,Mỹ Tú,14
4,5,Sóc Trăng,6
5,6,Mỹ Xuyên,5
6,7,Thạnh Trị,21
7,8,Châu Thành,7
8,9,Kế Sách,26
9,10,TX. Vĩnh Châu,3
10,11,Long Phú,37
