,#,Tên huyện,Số điểm cháy
0,1,Phú Ninh,7
1,2,Nam Giang,8
2,3,Bắc Trà My,77
3,4,Đông Giang,33
4,5,Nông Sơn,4
5,6,Đại Lộc,15
6,7,Tiên Phước,38
7,8,Nam Trà My,50
8,9,Duy Xuyên,2
9,10,Tây Giang,52
10,11,Quế Sơn,1
11,12,Núi Thành,29
12,13,Phước Sơn,30
13,14,Hiệp Đức,15
