,#,Tên huyện,Số điểm cháy
0,1,Hạ Hòa,1
1,2,Phù Ninh,1
2,3,Đoan Hùng,1
3,4,Thanh Sơn,12
4,5,Tân Sơn,2
5,6,Yên Lập,4
6,7,Thanh Ba,1
