,#,Tên huyện,Số điểm cháy
0,1,Phù Cát,5
1,2,Tuy Phước,1
2,3,An Lão,4
3,4,TX. An Nhơn,1
4,5,Quy Nhơn,14
5,6,Phù Mỹ,11
6,7,Hoài  Ân,39
7,8,Vân Canh,72
8,9,Hoài Nhơn,20
9,10,Tây Sơn,8
10,11,Vĩnh Thạnh,22
