,#,Tên huyện,Số điểm cháy
0,1,Châu Thành,173
1,2,TX. Gò Công,51
2,3,TX. Cai Lậy,254
3,4,Gò Công Đông,127
4,5,Gò Công Tây,31
5,6,Cai Lậy,654
6,7,Cái Bè,922
7,8,Tân Phước,375
8,9,Tân Phú Đông,34
9,10,Chợ Gạo,50
10,11,Mỹ Tho,68
