,#,Tháng,Số điểm cháy
0,1,1,428
1,2,2,11591
2,3,3,21756
3,4,4,4352
4,5,5,167
5,6,6,44
6,7,7,9
7,8,8,1
8,9,9,6
9,10,10,12
10,11,11,2
11,12,12,28
