,#,Tên huyện,Số điểm cháy
0,1,Ngân Sơn,24
1,2,Chợ Mới,101
2,3,Pác Nặm,4
3,4,Ba Bể,10
4,5,Chợ Đồn,59
5,6,Na Rì,44
6,7,Bạch Thông,23
7,8,TX. Bắc Kạn,5
