,#,Tháng,Số điểm cháy
0,1,1,35
1,2,2,55
2,3,3,66
3,4,4,185
4,5,5,218
5,6,6,314
6,7,7,77
7,8,8,22
8,9,9,21
9,10,10,12
10,11,11,7
11,12,12,9
