,#,Tên huyện,Số điểm cháy
0,1,Quỳ Châu,77
1,2,Tương Dương,270
2,3,Nghĩa Đàn,10
3,4,Tân Kỳ,14
4,5,Đô Lương,10
5,6,Nghi Lộc,1
6,7,Quế Phong,124
7,8,Kỳ Sơn,291
8,9,TX. Thái Hòa,1
9,10,Anh Sơn,16
10,11,Quỳnh Lưu,5
11,12,Nam Đàn,1
12,13,Con Cuông,50
13,14,Quỳ Hợp,88
14,15,Diễn Châu,1
15,16,Thanh Chương,37
16,17,Yên Thành,25
