,#,Tháng,Số điểm cháy
0,1,1,4
1,2,2,10
2,3,3,182
3,4,4,128
4,5,5,11
5,6,6,1
6,7,8,3
7,8,9,2
8,9,10,14
9,10,11,19
10,11,12,20
