,#,Tên huyện,Số điểm cháy
0,1,Đông Hà,4
1,2,Hướng Hóa,316
2,3,Gio Linh,69
3,4,Đa Krông,462
4,5,TX. Quảng Trị,4
5,6,Hải Lăng,55
6,7,Triệu Phong,56
7,8,Cam Lộ,43
8,9,Vĩnh Linh,49
