,#,Tên huyện,Số điểm cháy
0,1,Phong Điền,93
1,2,A Lưới,157
2,3,TX. Hương Thủy,45
3,4,Hương Trà,96
4,5,Quảng Điền,10
5,6,Nam Đông,80
6,7,Phú Lộc,77
7,8,Phú Vang,7
