,#,Tên huyện,Số điểm cháy
0,1,Lương Sơn,43
1,2,Kỳ Sơn,34
2,3,Lạc Sơn,112
3,4,Mai Châu,502
4,5,Cao Phong,30
5,6,Yên Thủy,74
6,7,Kim Bôi,134
7,8,Lạc Thủy,52
8,9,Tân Lạc,52
9,10,Hòa Bình,14
10,11,Đà Bắc,196
