,#,Tên huyện,Số điểm cháy
0,1,Nha Trang,8
1,2,Cam Lâm,19
2,3,Cam Ranh,3
3,4,TX. Ninh Hòa,29
4,5,Vạn Ninh,2
5,6,Khánh Sơn,23
6,7,Diên Khánh,9
7,8,Khánh Vĩnh,52
