,#,Tên huyện,Số điểm cháy
0,1,Đông Triều,77
1,2,Hòn Nhà Đèn,7
2,3,TX. Quảng Yên,7
3,4,Đầm Hà,134
4,5,Hạ Long,19
5,6,Ba Chẽ,1091
6,7,Hải Hà,203
7,8,Cẩm Phả,289
8,9,Uông Bí,43
9,10,Bình Liêu,123
10,11,Vân Đồn,93
11,12,Móng Cái,103
12,13,Tiên Yên,293
13,14,Hoành Bồ,478
