,#,Tên huyện,Số điểm cháy
0,1,Vị Xuyên,19
1,2,Bắc Mê,25
2,3,Bắc Quang,12
3,4,Yên Minh,3
4,5,Quang Bình,3
5,6,Mèo Vạc,4
6,7,Hoàng Su Phì,3
7,8,Xín Mần,3
