,#,Tên huyện,Số điểm cháy
0,1,Hàm Tân,444
1,2,Phan Thiết,22
2,3,Bắc Bình,1460
3,4,Hàm Thuận Nam,470
4,5,Hàm Thuận Bắc,452
5,6,Tánh Linh,153
6,7,Phú Qúy,3
7,8,Tuy Phong,401
8,9,TX. La Gi,87
9,10,Đức Linh,71
