,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,13
1,2,Lục Yên,9
2,3,Trạm Tấu,31
3,4,Yên Bái,3
4,5,Trấn Yên,17
5,6,Mù Cang Chải,8
6,7,Văn Yên,29
7,8,Yên Bình,7
