,#,Tháng,Số điểm cháy
0,1,2,59
1,2,3,32
2,3,4,76
3,4,5,34
4,5,6,27
5,6,7,3
6,7,8,2
7,8,9,2
8,9,10,2
9,10,11,3
10,11,12,30
