,#,Tên huyện,Số điểm cháy
0,1,Văn Chấn,7
1,2,Lục Yên,6
2,3,Trạm Tấu,18
3,4,Yên Bái,1
4,5,Trấn Yên,11
5,6,Mù Cang Chải,37
6,7,Văn Yên,6
7,8,Yên Bình,1
