,#,Tháng,Số điểm cháy
0,1,1,16
1,2,2,211
2,3,3,889
3,4,4,552
4,5,5,30
5,6,6,3
6,7,7,6
7,8,8,1
8,9,9,6
9,10,10,10
10,11,11,37
11,12,12,158
