,#,Tháng,Số điểm cháy
0,1,1,1
1,2,2,1
2,3,3,10
3,4,4,7
4,5,5,7
5,6,6,16
6,7,7,16
7,8,8,30
8,9,9,10
9,10,10,7
10,11,11,2
11,12,12,1
