,#,Tên huyện,Số điểm cháy
0,1,Hóc Môn,32
1,2,Q. 12,22
2,3,Q. Thủ Đức,21
3,4,Q. Bình Thạnh,5
4,5,Q. 3,2
5,6,Q. 10,1
6,7,Q. 7,18
7,8,Q. 2,25
8,9,Q. 1,2
9,10,Q. 9,59
10,11,Nhà Bè,46
11,12,Q. Phú Nhuận,1
12,13,Q. 11,2
13,14,Bình Chánh,542
14,15,Q. Gò Vấp,8
15,16,Q. Tân Phú,6
16,17,Củ Chi,138
17,18,Q. Tân Bình,2
18,19,Cần Giờ,107
19,20,Q. 8,3
20,21,Q. Bình Tân,17
