,#,Tháng,Số điểm cháy
0,1,1,9
1,2,2,22
2,3,3,9
3,4,4,15
4,5,5,19
5,6,6,6
6,7,7,4
7,8,8,10
8,9,9,24
9,10,10,33
10,11,11,29
11,12,12,64
