,#,Tên huyện,Số điểm cháy
0,1,Lâm Bình,5
1,2,Chiêm Hóa,53
2,3,Hàm Yên,44
3,4,Yên Sơn,35
4,5,Na Hang,6
5,6,Sơn Dương,5
