,#,Tháng,Số điểm cháy
0,1,1,2
1,2,2,20
2,3,3,25
3,4,4,50
4,5,5,40
5,6,6,144
6,7,7,62
7,8,8,296
8,9,9,237
9,10,10,70
10,11,11,4
11,12,12,8
