,#,Tháng,Số điểm cháy
0,1,1,26
1,2,2,744
2,3,3,1524
3,4,4,1233
4,5,5,91
5,6,6,91
6,7,7,94
7,8,8,43
8,9,9,61
9,10,10,104
10,11,11,32
11,12,12,13
