,#,Tháng,Số điểm cháy
0,1,1,274
1,2,2,2182
2,3,3,2496
3,4,4,1976
4,5,5,79
5,6,6,13
6,7,7,18
7,8,8,16
8,9,9,4
9,10,10,33
10,11,11,9
11,12,12,119
