,#,Tên huyện,Số điểm cháy
0,1,Thạnh Phú,74
1,2,Bến Tre,24
2,3,Mỏ Cày Bắc,44
3,4,Giồng Trôm,75
4,5,Mỏ Cày Nam,38
5,6,Chợ Lách,33
6,7,Châu Thành,124
7,8,Bình Đại,89
8,9,Ba Tri,81
