,#,Tháng,Số điểm cháy
0,1,1,1
1,2,2,19
2,3,3,14
3,4,4,21
4,5,5,59
5,6,6,29
6,7,7,26
7,8,8,26
8,9,9,11
9,10,10,1
10,11,11,3
