,#,Tên huyện,Số điểm cháy
0,1,Đắk Glei,52
1,2,Kon Rẫy,82
2,3,Ia H' Drai,286
3,4,Kon Plông,59
4,5,Đắk Hà,101
5,6,Sa Thầy,122
6,7,Ngọc Hồi,72
7,8,Đắk Tô,27
8,9,Tu Mơ Rông,110
9,10,Kon Tum,6
