,#,Tháng,Số điểm cháy
0,1,1,25
1,2,2,2162
2,3,3,4604
3,4,4,4416
4,5,5,619
5,6,6,333
6,7,7,184
7,8,8,106
8,9,9,217
9,10,10,391
10,11,11,58
11,12,12,33
