,#,Tên huyện,Số điểm cháy
0,1,KRông Nô,51
1,2,Tuy Đức,60
2,3,Cư Jút,21
3,4,Đắk Mil,19
4,5,Đắk Song,41
5,6,Đắk Glong,375
6,7,TX. Gia Nghĩa,4
