,#,Tên huyện,Số điểm cháy
0,1,Đắk Glei,95
1,2,Kon Rẫy,54
2,3,Ia H' Drai,891
3,4,Kon Plông,71
4,5,Đắk Hà,52
5,6,Sa Thầy,155
6,7,Ngọc Hồi,39
7,8,Đắk Tô,14
8,9,Tu Mơ Rông,80
9,10,Kon Tum,9
