,#,Tên huyện,Số điểm cháy
0,1,TX. Bến Cát,197
1,2,Dầu Tiếng,351
2,3,TX. Dĩ An,89
3,4,Bắc Tân Uyên,376
4,5,TX. Thuận An,56
5,6,Bàu Bàng,472
6,7,TX. Tân Uyên,129
7,8,Thủ Dầu Một,70
8,9,Phú Giáo,285
