,#,Tên huyện,Số điểm cháy
0,1,Nậm Pồ,5399
1,2,Tủa Chùa,493
2,3,Điện Biên Đông,6131
3,4,TX. Mường Lay,74
4,5,Mường Chà,2336
5,6,Tuần Giáo,2550
6,7,Điện Biên,6891
7,8,Mường Nhé,4296
8,9,Điện Biên Ph,29
9,10,Mường ảng,1082
