,#,Tên huyện,Số điểm cháy
0,1,Bình Gia,48
1,2,Tràng Định,30
2,3,Chi Lăng,5
3,4,Hữu Lũng,28
4,5,Đình Lập,188
5,6,Lộc Bình,11
6,7,Văn Lãng,4
7,8,Văn Quan,3
8,9,Lạng Sơn,1
9,10,Cao Lộc,8
10,11,Bắc Sơn,30
