,#,Tên huyện,Số điểm cháy
0,1,Lâm Bình,7
1,2,Chiêm Hóa,22
2,3,Hàm Yên,9
3,4,Yên Sơn,35
4,5,Na Hang,12
5,6,Sơn Dương,2
