,#,Tên huyện,Số điểm cháy
0,1,Phong Điền,243
1,2,A Lưới,486
2,3,Huế,7
3,4,TX. Hương Thủy,214
4,5,Hương Trà,241
5,6,Quảng Điền,10
6,7,Nam Đông,137
7,8,Phú Lộc,408
8,9,Phú Vang,53
