,#,Tháng,Số điểm cháy
0,1,1,1
1,2,3,1
2,3,4,5
3,4,5,4
4,5,6,31
5,6,7,16
6,7,8,41
7,8,9,29
8,9,10,21
9,10,11,50
10,11,12,181
