,#,Tên huyện,Số điểm cháy
0,1,Cam Lâm,46
1,2,Cam Ranh,25
2,3,Nha Trang,19
3,4,TX. Ninh Hòa,125
4,5,Vạn Ninh,66
5,6,Khánh Sơn,41
6,7,Diên Khánh,30
7,8,Khánh Vĩnh,131
