,#,Tháng,Số điểm cháy
0,1,1,92
1,2,2,791
2,3,3,971
3,4,4,2335
4,5,5,164
5,6,6,66
6,7,7,79
7,8,8,117
8,9,9,285
9,10,10,146
10,11,11,149
11,12,12,46
