,#,Tên huyện,Số điểm cháy
0,1,Cẩm Khê,36
1,2,Hạ Hòa,39
2,3,Tam Nông,17
3,4,Phù Ninh,23
4,5,Đoan Hùng,16
5,6,Thanh Sơn,357
6,7,Lâm Thao,4
7,8,Tân Sơn,210
8,9,Thanh Thủy,7
9,10,TX. Phú Thọ,18
10,11,Việt Trì,50
11,12,Yên Lập,85
12,13,Thanh Ba,36
