,#,Tên huyện,Số điểm cháy
0,1,Đắk Glei,58
1,2,Kon Rẫy,147
2,3,Ia H' Drai,217
3,4,Kon Plông,66
4,5,Đắk Hà,99
5,6,Sa Thầy,108
6,7,Ngọc Hồi,107
7,8,Đắk Tô,26
8,9,Tu Mơ Rông,148
9,10,Kon Tum,6
