,#,Tháng,Số điểm cháy
0,1,1,96
1,2,2,474
2,3,3,365
3,4,4,1577
4,5,5,127
5,6,6,26
6,7,7,10
7,8,8,16
8,9,9,67
9,10,10,74
10,11,11,56
11,12,12,65
