,#,Tháng,Số điểm cháy
0,1,1,1
1,2,2,111
2,3,3,327
3,4,4,347
4,5,5,156
5,6,6,28
6,7,7,4
7,8,8,3
8,9,9,43
9,10,10,64
10,11,11,89
11,12,12,95
