,#,Tháng,Số điểm cháy
0,1,1,311
1,2,2,606
2,3,3,1524
3,4,4,574
4,5,5,58
5,6,6,23
6,7,7,43
7,8,8,17
8,9,9,21
9,10,10,69
10,11,11,16
11,12,12,34
