,#,Tên huyện,Số điểm cháy
0,1,Bá Thước,1
1,2,Hà Trung,1
2,3,Lang Chánh,18
3,4,Thạch Thành,4
4,5,Như Xuân,10
5,6,Quan Sơn,36
6,7,Quan Hóa,37
7,8,Tĩnh Gia,1
8,9,Thường Xuân,14
9,10,Như Thanh,5
10,11,Mường Lát,75
11,12,Hoằng Hóa,1
