,#,Tên huyện,Số điểm cháy
0,1,Hàm Tân,15
1,2,Phan Thiết,2
2,3,Bắc Bình,16
3,4,Hàm Thuận Bắc,8
4,5,Hàm Thuận Nam,26
5,6,Tánh Linh,28
6,7,Tuy Phong,7
7,8,TX. La Gi,8
