,#,Tên huyện,Số điểm cháy
0,1,Hoài Đức,5
1,2,Quốc Oai,5
2,3,Đan Phượng,1
3,4,Đông Anh,11
4,5,Q. Hà Đông,1
5,6,Phúc Thọ,1
6,7,Mê Linh,10
7,8,Chương Mỹ,35
8,9,Ứng Hòa,7
9,10,Q. Hoàng Mai,3
10,11,Thường Tín,26
11,12,TX. Sơn Tây,5
12,13,Gia Lâm,5
13,14,Phú Xuyên,8
14,15,Mỹ Đức,5
15,16,Thanh Oai,1
16,17,Sóc Sơn,15
17,18,Q. Bắc Từ Liêm,2
18,19,Q. Long Biên,1
19,20,Thanh Trì,8
20,21,Thạch Thất,13
21,22,Ba Vì,36
