,#,Tên huyện,Số điểm cháy
0,1,Đắk Glei,2990
1,2,Kon Rẫy,4280
2,3,Ia H' Drai,8597
3,4,Kon Plông,2779
4,5,Đắk Hà,3210
5,6,Sa Thầy,5128
6,7,Ngọc Hồi,3411
7,8,Đắk Tô,1519
8,9,Tu Mơ Rông,5972
9,10,Kon Tum,510
