,#,Tháng,Số điểm cháy
0,1,1,17
1,2,2,102
2,3,3,179
3,4,4,503
4,5,5,64
5,6,6,11
6,7,7,2
7,8,8,15
8,9,9,22
9,10,10,31
10,11,11,32
11,12,12,2
