,#,Tên huyện,Số điểm cháy
0,1,Tam Đường,39
1,2,Phong Thổ,128
2,3,Sìn Hồ,224
3,4,Than Uyên,72
4,5,Mường Tè,460
5,6,Lai Châu,5
6,7,Bắc Tân Uyên,91
7,8,Nậm Nhùn,249
