,#,Tháng,Số điểm cháy
0,1,1,13
1,2,2,11
2,3,3,35
3,4,4,21
4,5,5,19
5,6,6,4
6,7,7,2
7,8,9,1
8,9,10,3
9,10,11,6
10,11,12,2
