,#,Tên huyện,Số điểm cháy
0,1,Bát Xát,22
1,2,Lào Cai,1
2,3,Mường Khương,4
3,4,Bảo Yên,5
4,5,Văn Bàn,35
5,6,Bắc Hà,3
6,7,Sa Pa,4
7,8,Bảo Thắng,6
