,#,Tên huyện,Số điểm cháy
0,1,Thanh Bình,2244
1,2,Châu Thành,355
2,3,Tam Nông,3332
3,4,Tân Hồng,1373
4,5,Sa Đéc,52
5,6,Hồng Ngự,818
6,7,Lấp Vò,295
7,8,Cao Lãnh,124
8,9,Tháp Mười,1367
9,10,Lai Vung,249
10,11,TX. Hồng Ngự,683
11,12,Cao Lãnh,1359
