,#,Tên huyện,Số điểm cháy
0,1,Nậm Nhùn,96
1,2,Phong Thổ,12
2,3,Sìn Hồ,22
3,4,Than Uyên,17
4,5,Mường Tè,64
5,6,Bắc Tân Uyên,16
