,#,Tên huyện,Số điểm cháy
0,1,Lương Sơn,1
1,2,Kỳ Sơn,1
2,3,Lạc Sơn,2
3,4,Mai Châu,7
4,5,Yên Thủy,2
5,6,Kim Bôi,5
6,7,Tân Lạc,1
7,8,Lạc Thủy,5
8,9,Hòa Bình,3
9,10,Đà Bắc,12
