,#,Tháng,Số điểm cháy
0,1,1,5
1,2,2,38
2,3,3,90
3,4,4,91
4,5,5,22
5,6,6,51
6,7,7,53
7,8,8,18
8,9,9,33
9,10,10,14
10,11,11,15
11,12,12,10
