,#,Tên huyện,Số điểm cháy
0,1,Tuy Phước,36
1,2,Phù Cát,51
2,3,An Lão,50
3,4,TX. An Nhơn,49
4,5,Quy Nhơn,105
5,6,Phù Mỹ,74
6,7,Hoài  Ân,180
7,8,Vân Canh,181
8,9,Hoài Nhơn,77
9,10,Tây Sơn,62
10,11,Vĩnh Thạnh,93
